ID	adj.P.Val	P.Value	t	B	logFC	GenBank.Accession	Gene.symbol	Gene.title
A_23_P63798	1.13880775512055e-10	4.54571343298191e-13	7.8829081508394	19.2770330463076	1.34051066857936	NM_001300	KLF6	Kruppel like factor 6
A_23_P300087	1.17425754388311e-10	4.72383519384168e-13	7.87625204312046	19.2398003938121	1.54995536865476			
A_32_P935688	1.44453126816163e-10	5.99128882232504e-13	7.83503944469308	19.0095702917888	1.45445864728333			
A_23_P139786	1.76265683058498e-10	7.86041496783774e-13	7.78784676332031	18.7465806345276	4.29380581439286	NM_003733	OASL	2'-5'-oligoadenylate synthetase like
A_24_P929051	2.32031068897991e-10	1.09984477726306e-12	7.72929650369963	18.421274639174	1.89087750407619			
A_23_P384650	2.44140942030682e-10	1.19043991387197e-12	7.71547237012026	18.3446272192409	1.70819345697937	NM_138454	NXNL1	nucleoredoxin-like 1
A_32_P225355	2.44140942030682e-10	1.19531380855138e-12	7.71475849472095	18.340670830751	1.0678360270254	NM_182485	CPEB2	cytoplasmic polyadenylation element binding protein 2
A_23_P360626	3.40027985334021e-10	1.76020973478802e-12	7.64700786991382	17.9659402033656	1.2429454601	NM_178836	PLD6	phospholipase D family member 6
A_23_P120281	4.16742601901292e-10	2.20931931029469e-12	7.60710443009563	17.745937247801	1.92866229216905	NM_022336	EDAR	ectodysplasin A receptor
A_24_P25229	4.74544223245741e-10	2.57442334788483e-12	7.58019744051976	17.597887363719	2.3098743692627	AK056283		
A_23_P377312	4.74544223245741e-10	2.57656412384167e-12	7.58005109031364	17.5970827655962	1.94361005690794	NM_138814	PNPLA5	patatin like phospholipase domain containing 5
A_23_P121011	5.12009139527376e-10	2.82613333633784e-12	7.56376523085592	17.507591992187	1.79414282775317	NM_033027	CSRNP1	cysteine and serine rich nuclear protein 1
A_32_P196263	6.29417927643953e-10	3.51345024630516e-12	7.5253568267798	17.2968926670307	1.50895287312222	NM_182920	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9
A_23_P46936	6.79436932390223e-10	3.89859966818851e-12	7.50697310400303	17.1962215698929	1.20068865203174	NM_000399	EGR2	early growth response 2
A_23_P71037	6.91597837149571e-10	4.03308059834003e-12	7.50097512887679	17.1634010931575	2.9168720880373	NM_000600	IL6	interleukin 6
A_23_P201538	1.07785355428141e-09	6.58805927087527e-12	7.41393879672277	16.6885459843356	1.0468206245	NM_002228	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
A_23_P99653	1.08308616399096e-09	6.75514494022493e-12	7.40948421098363	16.6643137389557	2.42063227834048	X92778		
A_32_P227769	1.09139034015755e-09	6.84097228838578e-12	7.40723819887987	16.6520984397131	1.44826451993413	AK057962		
A_23_P70660	1.10509242802196e-09	6.96132068670083e-12	7.40413530076266	16.635225756335	1.15302941124603	NM_017633	FAM46A	family with sequence similarity 46 member A
A_23_P202810	1.45298386287462e-09	9.74183835463387e-12	7.34422407076544	16.3101157895687	1.22637582120793	NM_004561	OVOL1	ovo like transcriptional repressor 1
A_23_P160800	1.46918555559272e-09	9.98791440169682e-12	7.33976782147813	16.2859850925653	1.22843416626587	NM_021969	NR0B2	nuclear receptor subfamily 0 group B member 2
A_32_P158181	1.88614822155855e-09	1.35871843072325e-11	7.28468802667894	15.9883194628464	1.14261741352222	NM_005118	TNFSF15	tumor necrosis factor superfamily member 15
A_23_P108842	1.96514955158883e-09	1.44014140587949e-11	7.27424985282632	15.9320332867757	1.17870051160873	NM_004418	DUSP2	dual specificity phosphatase 2
A_24_P213794	2.11385684220076e-09	1.57386308982263e-11	7.25831124532819	15.8461639977547	1.13944479088492	NM_012118	NOCT	nocturnin
A_32_P213002	2.29612100350231e-09	1.75429458901071e-11	7.23880638065798	15.7412088067227	1.25929111665397			
A_23_P326160	2.39088844509783e-09	1.86397889192771e-11	7.22789657543028	15.6825647920536	1.41552750506349	NM_025079	ZC3H12A	zinc finger CCCH-type containing 12A
A_23_P203173	3.28815363712021e-09	2.6361118037095e-11	7.16539614032259	15.3474591704444	1.56899875088333	NM_001558	IL10RA	interleukin 10 receptor subunit alpha
A_24_P89891	3.46534479002056e-09	2.84212954057257e-11	7.15179211764983	15.2747138618891	1.37891873080476	NM_005658	TRAF1	TNF receptor associated factor 1
A_32_P491499	3.67053266698828e-09	3.04475532297652e-11	7.13933086872999	15.2081409450739	1.69045137864206	BC025775	LOC100289094	uncharacterized LOC100289094
A_24_P157926	3.73840493543172e-09	3.11271437228388e-11	7.13533431797793	15.1868022989663	1.42412146888095	NM_006290	TNFAIP3	TNF alpha induced protein 3
A_23_P150018	5.36238760902788e-09	4.6321182764235e-11	7.06317698162233	14.8025885692185	1.84675114691508	NM_004419	DUSP5	dual specificity phosphatase 5
A_23_P375165	5.75748636387413e-09	5.13500202721801e-11	7.04440968218106	14.7029889420731	1.18970309691825	NM_207459	TEX19	testis expressed 19
A_23_P50508	7.27335919871373e-09	6.7364819971247e-11	6.99486136937276	14.440694836733	1.7640407215881	NM_003706	PLA2G4C	phospholipase A2 group IVC
A_24_P303091	7.28985610194785e-09	6.79722759997009e-11	6.99321985865109	14.4320217254862	5.7176138110746	NM_001565	CXCL10	C-X-C motif chemokine ligand 10
A_23_P380318	9.40257172625936e-09	9.18989848407415e-11	6.93795956070471	14.140673211114	2.38944395687778	NM_001965	EGR4	early growth response 4
A_24_P69654	9.60457401769701e-09	9.46470012658576e-11	6.93254902913841	14.1122129777334	1.30384393835715	NM_001300	KLF6	Kruppel like factor 6
A_23_P338495	1.06050926541655e-08	1.06160063055076e-10	6.9114490663311	14.0013366386838	1.18603727297937			
A_24_P20327	1.11195973014094e-08	1.12697449806906e-10	6.90045207959011	13.9436209106534	1.67615856276984	NM_014079	KLF15	Kruppel like factor 15
A_24_P400324	1.16736647430874e-08	1.19405059273791e-10	6.88980439645128	13.8877852163912	1.87874703974603	NM_015204	THSD7A	thrombospondin type 1 domain containing 7A
A_24_P37409	1.29410730492184e-08	1.3519379647264e-10	6.86690461670153	13.7678569311782	1.09604604876905	NM_004418	DUSP2	dual specificity phosphatase 2
A_23_P354547	1.31721524971046e-08	1.38018624724083e-10	6.86308764594378	13.7478879457402	1.13700165516905	AK074144		
A_24_P183150	1.42371623258518e-08	1.51841753685761e-10	6.84545551267586	13.6557207308164	1.71285867023413	NM_002090	CXCL3	C-X-C motif chemokine ligand 3
A_24_P943205	1.6128932666905e-08	1.7593728155926e-10	6.81820182681514	13.5135115650573	2.56473773021587	AL831953	EPSTI1	epithelial stromal interaction 1 (breast)
A_24_P557479	1.6128932666905e-08	1.76041613915138e-10	6.8180920187247	13.5129392104143	2.26402060521984	NM_017523	XAF1	XIAP associated factor 1
A_23_P152995	1.9759813019419e-08	2.21833432718709e-10	6.77519689546554	13.2897402096108	1.13239732279365	NM_001045	SLC6A4	solute carrier family 6 member 4
A_23_P404162	2.00904995498071e-08	2.2805194861165e-10	6.77005830666007	13.2630538492359	1.6077374896381	NM_014707	HDAC9	histone deacetylase 9
A_23_P501754	2.60294014847769e-08	3.07641599236924e-10	6.71428649907909	12.974129212168	2.9251881104746	NM_000759	CSF3	colony stimulating factor 3
A_23_P70670	3.15363472016175e-08	3.86496536945635e-10	6.67161163750528	12.753946962838	1.68818125204365	NM_004233	CD83	CD83 molecule
A_23_P48530	4.79911978016792e-08	6.30064997489847e-10	6.57972740527211	12.2825410470067	1.09470622646032	NM_032594	INSM2	INSM transcriptional repressor 2
A_23_P350005	4.97287410562856e-08	6.59079893626512e-10	6.57122818874363	12.2391231037937	1.90096830497936	NM_173553	TRIML2	tripartite motif family like 2
A_23_P21134	5.36715372616858e-08	7.21378132029394e-10	6.55416001918279	12.1520274126027	1.02915909010873	NM_004083	DDIT3	DNA damage inducible transcript 3
A_23_P167129	6.21733294240409e-08	8.60852535761817e-10	6.52068707596512	11.9815969262551	1.47184166700635	NM_022475	HHIP	hedgehog interacting protein
A_23_P155900	6.76285439898067e-08	9.62944182309841e-10	6.49941586000467	11.8735527718317	1.78597642719524	NM_053036	NPFFR2	neuropeptide FF receptor 2
A_23_P257043	6.90315498370686e-08	9.88102453463514e-10	6.49451542239898	11.8486904796804	1.28041774401667	NM_005261	GEM	GTP binding protein overexpressed in skeletal muscle
A_23_P55564	6.977347268076e-08	1.00307390481898e-09	6.49165716883289	11.8341941661336	1.00319437909683	BC006340	ZCCHC2	zinc finger CCHC-type containing 2
A_23_P352266	7.00383643711993e-08	1.01125027922367e-09	6.49011386261531	11.8263684509737	1.09006604795397	NM_000633	BCL2	BCL2, apoptosis regulator
A_23_P30634	7.45478292721755e-08	1.0926335409587e-09	6.47538923301451	11.7517576113777	1.69394518444921	NM_021813	BACH2	BTB domain and CNC homolog 2
A_23_P143331	8.48807272045546e-08	1.28907955682222e-09	6.44387539325906	11.5924044972858	1.38630926519841	NM_001200	BMP2	bone morphogenetic protein 2
A_23_P47955	8.99635084710338e-08	1.38029894183268e-09	6.43081890957297	11.5265153944071	2.54817828260318	NM_006187	OAS3	2'-5'-oligoadenylate synthetase 3
A_24_P300777	9.70734489679919e-08	1.51360353272822e-09	6.41319033485499	11.4376770911852	1.46768249781349	NM_001109	ADAM8	ADAM metallopeptidase domain 8
A_24_P166527	1.05079847694338e-07	1.6646572061223e-09	6.39497298914666	11.346021631554	1.33846336637698	NM_006290	TNFAIP3	TNF alpha induced protein 3
A_24_P378019	1.10282145075126e-07	1.75394935567139e-09	6.38495438237146	11.2956810120723	1.87999045755556	NM_004031	IRF7	interferon regulatory factor 7
A_24_P305541	1.16616539921311e-07	1.86923945238263e-09	6.37273610648639	11.234350500466	1.10384066521984	NM_021158	TRIB3	tribbles pseudokinase 3
A_23_P6263	1.17760769217037e-07	1.89125256951926e-09	6.37048769051231	11.2230719499802	2.79596527786429	NM_002463	MX2	MX dynamin like GTPase 2
A_23_P121064	1.3231695752614e-07	2.14565808817766e-09	6.34622216789697	11.1015002315424	2.00141764535794	NM_002852	PTX3	pentraxin 3
A_23_P34915	1.33279632415658e-07	2.16542515634634e-09	6.3444569869727	11.0926672705277	1.07651202470635	NM_001040619	ATF3	activating transcription factor 3
A_23_P323943	1.37424348732757e-07	2.2555709668053e-09	6.3366028384382	11.0533827731278	1.12081257126984	NM_178498	SLC5A12	solute carrier family 5 member 12
A_23_P38630	1.43608326374296e-07	2.37802168287495e-09	6.3264145228493	11.0024663460934	2.88387363630952	NM_001050	SSTR2	somatostatin receptor 2
A_24_P335305	1.46191250017105e-07	2.44980361724174e-09	6.32067919790722	10.9738252801711	2.42934251481587	NM_006187	OAS3	2'-5'-oligoadenylate synthetase 3
A_32_P9543	1.47444446431708e-07	2.48292640637174e-09	6.31808819386631	10.9608913868167	3.22362728206746	NM_145699	APOBEC3A	apolipoprotein B mRNA editing enzyme catalytic subunit 3A
A_24_P117294	1.55471709939412e-07	2.64719348947264e-09	6.30572072423531	10.8991983675049	2.73630735267381	NM_002463	MX2	MX dynamin like GTPase 2
A_23_P250413	1.63331452938981e-07	2.8088851460861e-09	6.29426289215176	10.8421072225304	1.12731013319683	NM_022141	PARVG	parvin gamma
A_32_P99533	1.64199605707633e-07	2.83164567799672e-09	6.29270231758281	10.834336114806	1.91040246736111			
A_24_P316965	1.66307168918038e-07	2.8731771472415e-09	6.28988622312671	10.8203158761136	3.17689139970317	NM_080657	RSAD2	radical S-adenosyl methionine domain containing 2
A_24_P33895	1.84585262672266e-07	3.25227409517043e-09	6.2658872717262	10.7009868539626	1.07721193405	NM_001040619	ATF3	activating transcription factor 3
A_23_P45871	1.86807255122705e-07	3.30307523792602e-09	6.26288232537667	10.6860647442625	3.00360242779841	NM_006820	IFI44L	interferon induced protein 44 like
A_23_P214821	2.0057107290495e-07	3.61524558390436e-09	6.24535814240386	10.5991280059449	1.47497117120873	NM_001955	EDN1	endothelin 1
A_23_P38894	2.14958308784686e-07	3.89468230280047e-09	6.23088949017553	10.5274602092513	1.00590618538095	NM_018381	C19orf66	chromosome 19 open reading frame 66
A_32_P12504	2.19660882236452e-07	4.0141353101494e-09	6.22501325265564	10.4983819965164	1.10084217142222	BC024745		
A_24_P333341	2.3389590738861e-07	4.33262135493918e-09	6.210147921645	10.424895867313	1.27316131824603			
A_23_P384355	2.3424947010672e-07	4.3525932700848e-09	6.20925184852212	10.4204695670882	2.66448502259444			
A_23_P156957	2.40396631398148e-07	4.49052241268252e-09	6.20317150524386	10.3904449398924	1.08467288553889	NM_181782	NCOA7	nuclear receptor coactivator 7
A_23_P110196	2.51512248329003e-07	4.79227815913621e-09	6.19048490145101	10.3278562004034	2.59052751498571	NM_016323	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5
A_23_P338410	2.64409214582564e-07	5.11301927209169e-09	6.17783284955186	10.265515513158	1.27644105236032	NM_147198	WFDC9	WAP four-disulfide core domain 9
A_23_P153372	2.64409214582564e-07	5.12047033572745e-09	6.17754828830968	10.2641142820866	1.41304225489365	NM_032855	HSH2D	hematopoietic SH2 domain containing
A_23_P358709	2.6707517408978e-07	5.19273304828302e-09	6.17480942980542	10.250629657608	1.06589081835	NM_020731	AHRR	aryl-hydrocarbon receptor repressor
A_24_P354724	2.69609903529707e-07	5.26322386283709e-09	6.17217355343891	10.2376555016087	1.88944996228571	NM_054114	TAGAP	T-cell activation RhoGTPase activating protein
A_23_P144337	2.98718286519659e-07	5.97955170210682e-09	6.14719698790189	10.1148852380629	1.01989463971508	NM_012118	NOCT	nocturnin
A_23_P4286	3.00919419575429e-07	6.06211822265030e-09	6.14450923835505	10.1016919716625	2.01008726334206	NM_017523	XAF1	XIAP associated factor 1
A_23_P398854	3.05488739349117e-07	6.17322178869953e-09	6.14094870328161	10.084219934673	1.0706514501873	NM_173660	DOK7	docking protein 7
A_32_P134634	3.06356190348939e-07	6.20030459776285e-09	6.14009031866599	10.0800086513589	1.09209667334683	DL492380		
A_23_P4283	3.16377450935864e-07	6.43272205102389e-09	6.1328716788153	10.0446078816377	1.99162833797778	NM_017523	XAF1	XIAP associated factor 1
A_23_P7144	3.24053220122272e-07	6.59889458757737e-09	6.12786582513069	10.0200737940483	1.19488604799206	NM_001511	CXCL1	C-X-C motif chemokine ligand 1
A_32_P87013	3.36528146438474e-07	6.89490729441724e-09	6.11924761594646	9.97786410522137	1.6685486550254	NM_000584	CXCL8	C-X-C motif chemokine ligand 8
A_24_P348006	3.42690552624827e-07	7.07459836709501e-09	6.11419146536886	9.95311743606412	1.71035867194365	NM_016084	RASD1	ras related dexamethasone induced 1
A_23_P376488	3.57971853455968e-07	7.4543516456037e-09	6.10390820493537	9.90282623212894	1.68380526246587	NM_000594	TNF	tumor necrosis factor
A_23_P32233	3.61939893788362e-07	7.55099600662407e-09	6.10137328649825	9.890437005346	1.07953407630317	NM_004235	KLF4	Kruppel like factor 4
A_23_P125278	3.75872356320463e-07	7.8885488447211e-09	6.0927626925372	9.84837708401636	5.08338929064841	NM_005409	CXCL11	C-X-C motif chemokine ligand 11
A_23_P118392	4.13439002021325e-07	8.80590134345481e-09	6.07107150069309	9.74258561150699	1.26244573683095	NM_016084	RASD1	ras related dexamethasone induced 1
A_24_P20607	4.23017620019588e-07	9.04949285350789e-09	6.06568431482883	9.71634767473936	4.76744904711349	NM_005409	CXCL11	C-X-C motif chemokine ligand 11
A_23_P819	4.28702146662774e-07	9.18446922871879e-09	6.06276016530403	9.70211184792313	2.71396272938888	NM_005101	ISG15	ISG15 ubiquitin-like modifier
A_23_P23074	4.43229064968405e-07	9.55098025674892e-09	6.0550277538434	9.66448819310246	1.83212401437302	NM_006417	IFI44	interferon induced protein 44
A_23_P8004	4.4638501541481e-07	9.66074783103746e-09	6.05276854109573	9.6535011578045	1.22193339393492	BC062305	HIST1H3F	histone cluster 1, H3f
A_23_P52266	4.54378675304606e-07	9.87625710815824e-09	6.04840530685526	9.63228903501315	2.93471693611111	NM_001548	IFIT1	interferon induced protein with tetratricopeptide repeats 1
A_24_P28722	4.62246951814088e-07	1.00616949626168e-08	6.04472502322176	9.61440451916614	2.93145124539921	NM_080657	RSAD2	radical S-adenosyl methionine domain containing 2
A_23_P33326	4.7505426261712e-07	1.04441717387055e-08	6.03733986674193	9.5785364525269	1.55883860024206	NM_000679	ADRA1B	adrenoceptor alpha 1B
A_23_P17663	5.92686728661573e-07	1.35848300610053e-08	5.98514677803858	9.32582835940919	1.96752561844445	NM_002462	MX1	MX dynamin like GTPase 1
A_23_P39856	6.42107803593496e-07	1.49979338538538e-08	5.96543219234672	9.23073313890842	1.21035666664841	NM_012275	IL36RN	interleukin 36 receptor antagonist
A_23_P323751	6.89720964307461e-07	1.63036296175213e-08	5.94877234214311	9.15052708529059	1.45729635249444	NM_030919	FAM83D	family with sequence similarity 83 member D
A_24_P213134	7.15117993506716e-07	1.71372402534968e-08	5.93880700472188	9.10261845578508	1.49648410291429	AF318321		
A_23_P32404	7.97507087747836e-07	1.94933246035991e-08	5.91301782814549	8.97887288290201	1.41168866634126	NM_002201	ISG20	interferon stimulated exonuclease gene 20
A_23_P356585	8.36897498373658e-07	2.07221322140732e-08	5.90075630782647	8.92015791767974	1.16868392539921	NM_002126	HLF	HLF, PAR bZIP transcription factor
A_23_P20122	8.54739402623008e-07	2.12438738856313e-08	5.8957642964772	8.89627564505991	1.33772065686508	NM_024625	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1
A_23_P207999	9.19997035239978e-07	2.32387687823738e-08	5.8777249309256	8.81008114958906	1.1246961966008	NM_021127	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
A_24_P918397	1.09233200182638e-06	2.8477548680165e-08	5.836742469223	8.61489087567735	1.04138622587301	NM_031212	SLC25A28	solute carrier family 25 member 28
A_24_P270460	1.15538346550897e-06	3.04278676992944e-08	5.82335117902501	8.55130163085198	1.87636317873809	NM_005532	IFI27	interferon alpha inducible protein 27
A_23_P358944	1.17029629246559e-06	3.09841432179979e-08	5.81968559236466	8.53391182423559	1.03100454802381	NM_033244	PML	promyelocytic leukemia
A_23_P351270	1.22367075148467e-06	3.25884810480527e-08	5.80946385908935	8.48545654980991	1.24594856861349	NM_002581	PAPPA	pappalysin 1
A_23_P420196	1.242276102452e-06	3.32001939626832e-08	5.80569569134709	8.46760775786532	1.51607667897857	NM_003745	SOCS1	suppressor of cytokine signaling 1
A_23_P35412	1.30546470999296e-06	3.55402966234401e-08	5.79188206371355	8.40224047343473	2.67003500259047	NM_001549	IFIT3	interferon induced protein with tetratricopeptide repeats 3
A_24_P118892	1.34251511737411e-06	3.68420277322237e-08	5.78457857087922	8.36772051283953	1.64408287556984	NM_004029	IRF7	interferon regulatory factor 7
A_24_P924104	1.4008340803459e-06	3.8879294337102e-08	5.77364043645036	8.31607432535752	1.60401699176667			
A_23_P339818	1.40913181686437e-06	3.91930099487361e-08	5.77200612058765	8.30836309234915	1.10620165371429	NM_183376	ARRDC4	arrestin domain containing 4
A_23_P17065	1.5927346413179e-06	4.55464392081739e-08	5.74140279365786	8.1642294472711	1.55434188622619	NM_004591	CCL20	C-C motif chemokine ligand 20
A_23_P253762	1.6557934572477e-06	4.79693180460633e-08	5.73082198266667	8.11451303010336	1.4292967496627	BC004565		
A_23_P91802	1.66560274232524e-06	4.84643066277949e-08	5.72872479453952	8.10466602667779	1.28887286969841	NM_001953	TYMP	thymidine phosphorylase
A_23_P103110	1.66560274232524e-06	4.85132055175654e-08	5.72851875621712	8.10369873477668	1.36231239374921	NM_012323	MAFF	MAF bZIP transcription factor F
A_23_P64828	1.80355291919841e-06	5.37685655269804e-08	5.70748107306803	8.0050528250779	1.90159796611032	NM_002534	OAS1	2'-5'-oligoadenylate synthetase 1
A_24_P917810	1.85795825611856e-06	5.59699278202054e-08	5.69926091054712	7.96657315928487	3.01476775986984			
A_32_P219135	1.8962675122732e-06	5.73605103971373e-08	5.69422972875235	7.94303952888794	1.73815487709206			
A_23_P48513	1.90817510542525e-06	5.77802110383859e-08	5.69273465464693	7.93604887372835	2.07212801907936	NM_005532	IFI27	interferon alpha inducible protein 27
A_23_P250353	1.90890465123002e-06	5.7861830573349e-08	5.69244514024654	7.93469530435727	1.6778663462381	NM_017912	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
A_32_P104995	2.11336307516314e-06	6.5181558395086e-08	5.66798154723212	7.82048444554093	1.0897306864381			
A_23_P72737	2.22871481887099e-06	6.99694218664037e-08	5.65339367698568	7.7525341567351	1.91409491433333	NM_003641	IFITM1	interferon induced transmembrane protein 1
A_23_P38346	2.31461474151686e-06	7.31189301511392e-08	5.64432060088636	7.71033027713172	1.14167372419048	NM_024119	DHX58	DEXH-box helicase 58
A_23_P142750	2.36638629866392e-06	7.51233745607594e-08	5.63874308223683	7.68440847636861	1.05215691957143	NM_002759	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2
A_23_P41470	2.55898413522079e-06	8.25942114932334e-08	5.61916345406901	7.59354599095234	1.60977761841587	NM_017631	DDX60	DEXD/H-box helicase 60
A_32_P437735	2.65788364358657e-06	8.66980475626518e-08	5.60913268828461	7.54707807376633	1.08929239357143	AK055439	LINC01619	long intergenic non-protein coding RNA 1619
A_23_P105794	2.79803822304938e-06	9.18805703330837e-08	5.5971084430304	7.49144826620634	2.42110168098809	NM_033255	EPSTI1	epithelial stromal interaction 1 (breast)
A_23_P75220	3.06716761948326e-06	1.02344134245395e-07	5.57472910279917	7.38812346539479	1.00572339122698	NM_031212	SLC25A28	solute carrier family 25 member 28
A_23_P152782	3.29294132686105e-06	1.12034146867665e-07	5.55591484063769	7.30147327181594	1.45357510302063	NM_005533	IFI35	interferon induced protein 35
